UC_AGENT_BASED
messagesSent
median
(8, 12.24)
(9, 13.15)
(10, 14.31)
(11, 14.44)
(12, 14.95)
(13, 15.96)
(14, 16.23)
(15, 16.19)
(16, 17.92)
(17, 18.63)
(18, 19.48)
(19, 20.96)
(20, 21.74)
confidence interval upper bound
(1, 17.31)
(2, 9.38)
(3, 9.74)
(4, 9.76)
(5, 9.86)
(6, 10.52)
(7, 10.59)
(8, 11.01)
(9, 11.35)
(10, 12.45)
(11, 12.25)
(12, 13.58)
(13, 13.70)
(14, 14.51)
(15, 14.61)
(16, 15.72)
(17, 16.49)
(18, 17.40)
(19, 18.05)
(20, 18.34)
confidence interval lower bound
(1, 19.00)
(2, 12.18)
(3, 12.73)
(4, 13.93)
(5, 14.40)
(6, 13.68)
(7, 13.51)
(8, 13.52)
(9, 14.14)
(10, 15.52)
(11, 15.60)
(12, 17.02)
(13, 17.41)
(14, 17.46)
(15, 18.68)
(16, 19.62)
(17, 20.80)
(18, 24.15)
(19, 23.25)
(20, 27.50)
UC_NDCS
messagesSent
median
(1, 43.49)
(2, 52.58)
(3, 48.99)
(4, 46.32)
(5, 46.16)
(6, 44.68)
(7, 44.58)
(8, 42.29)
(9, 41.96)
(10, 41.59)
(11, 40.88)
(12, 39.96)
(13, 39.65)
(14, 40.27)
(15, 40.70)
(16, 39.45)
(17, 40.30)
(18, 39.78)
(19, 41.77)
(20, 43.01)
confidence interval upper bound
(1, 44.41)
(2, 50.99)
(3, 47.49)
(4, 45.23)
(5, 44.50)
(6, 43.15)
(7, 42.51)
(8, 40.51)
(9, 39.36)
(10, 39.41)
(11, 39.31)
(12, 38.03)
(13, 38.09)
(14, 37.73)
(15, 38.29)
(16, 37.47)
(17, 37.66)
(18, 37.19)
(19, 37.82)
(20, 38.35)
confidence interval lower bound
(1, 45.60)
(2, 52.79)
(3, 50.06)
(4, 48.06)
(5, 46.76)
(6, 45.80)
(7, 45.87)
(8, 43.42)
(9, 43.21)
(10, 43.85)
(11, 42.32)
(12, 41.46)
(13, 41.65)
(14, 41.34)
(15, 42.86)
(16, 42.07)
(17, 44.78)
(18, 43.75)
(19, 45.13)
(20, 47.51)
networkLoad
median
(1, 0.88)
(2, 0.79)
(3, 0.74)
(4, 0.69)
(5, 0.66)
(6, 0.64)
(7, 0.64)
(8, 0.60)
(9, 0.59)
(10, 0.58)
(11, 0.58)
(12, 0.56)
(13, 0.56)
(14, 0.53)
(15, 0.57)
(16, 0.55)
(17, 0.56)
(18, 0.56)
(19, 0.57)
(20, 0.60)
confidence interval upper bound
(1, 0.92)
(2, 0.79)
(3, 0.71)
(4, 0.67)
(5, 0.63)
(6, 0.62)
(7, 0.61)
(8, 0.58)
(9, 0.56)
(10, 0.55)
(11, 0.54)
(12, 0.54)
(13, 0.53)
(14, 0.52)
(15, 0.54)
(16, 0.52)
(17, 0.52)
(18, 0.51)
(19, 0.52)
(20, 0.53)
confidence interval lower bound
(1, 0.88)
(2, 0.78)
(3, 0.74)
(4, 0.70)
(5, 0.69)
(6, 0.67)
(7, 0.66)
(8, 0.62)
(9, 0.63)
(10, 0.61)
(11, 0.61)
(12, 0.59)
(13, 0.58)
(14, 0.57)
(15, 0.59)
(16, 0.60)
(17, 0.60)
(18, 0.62)
(19, 0.64)
(20, 0.66)
NCCCs
median
(1, 78.96)
(2, 91.34)
(3, 83.46)
(4, 79.80)
(5, 79.59)
(6, 74.60)
(7, 70.52)
(8, 67.96)
(9, 66.43)
(10, 63.96)
(11, 69.10)
(12, 70.82)
(13, 64.34)
(14, 56.91)
(15, 62.32)
(16, 55.12)
(17, 60.25)
(18, 55.09)
(19, 60.88)
(20, 64.98)
confidence interval upper bound
(1, 80.78)
(2, 94.72)
(3, 88.09)
(4, 83.16)
(5, 85.67)
(6, 81.82)
(7, 74.18)
(8, 72.85)
(9, 72.04)
(10, 70.45)
(11, 80.55)
(12, 80.43)
(13, 72.45)
(14, 67.39)
(15, 71.75)
(16, 62.41)
(17, 73.47)
(18, 66.66)
(19, 70.50)
(20, 71.98)
confidence interval lower bound
(1, 79.97)
(2, 85.65)
(3, 81.40)
(4, 77.82)
(5, 68.54)
(6, 68.24)
(7, 63.78)
(8, 59.46)
(9, 58.70)
(10, 59.60)
(11, 65.20)
(12, 62.14)
(13, 55.43)
(14, 44.99)
(15, 55.28)
(16, 47.78)
(17, 55.58)
(18, 56.48)
(19, 57.73)
(20, 59.34)
percentageOfVisitedNodes
median
(1, 0.50)
(2, 0.59)
(3, 0.66)
(4, 0.65)
(5, 0.63)
(6, 0.60)
(7, 0.63)
(8, 0.64)
(9, 0.62)
(10, 0.61)
(11, 0.61)
(12, 0.60)
(13, 0.63)
(14, 0.63)
(15, 0.63)
(16, 0.62)
(17, 0.63)
(18, 0.64)
(19, 0.60)
(20, 0.65)
confidence interval upper bound
(1, 0.54)
(2, 0.62)
(3, 0.67)
(4, 0.66)
(5, 0.64)
(6, 0.62)
(7, 0.66)
(8, 0.65)
(9, 0.63)
(10, 0.61)
(11, 0.62)
(12, 0.61)
(13, 0.63)
(14, 0.65)
(15, 0.64)
(16, 0.64)
(17, 0.62)
(18, 0.61)
(19, 0.59)
(20, 0.64)
confidence interval lower bound
(1, 0.47)
(2, 0.58)
(3, 0.63)
(4, 0.63)
(5, 0.63)
(6, 0.59)
(7, 0.62)
(8, 0.62)
(9, 0.62)
(10, 0.61)
(11, 0.62)
(12, 0.60)
(13, 0.61)
(14, 0.63)
(15, 0.63)
(16, 0.63)
(17, 0.63)
(18, 0.64)
(19, 0.63)
(20, 0.65)
CPU time
median
(1, 11.50)
(2, 9.28)
(3, 9.49)
(4, 9.25)
(5, 10.96)
(6, 11.55)
(7, 10.68)
(8, 11.00)
(9, 11.53)
(10, 12.47)
(11, 13.32)
(12, 12.66)
(13, 14.65)
(14, 14.42)
(15, 15.53)
(16, 16.17)
(17, 16.28)
(18, 18.25)
(19, 20.93)
(20, 21.40)
confidence interval upper bound
(1, 7.43)
(2, 6.70)
(3, 7.47)
(4, 7.34)
(5, 8.96)
(6, 9.61)
(7, 9.12)
(8, 9.00)
(9, 9.97)
(10, 11.02)
(11, 11.88)
(12, 11.44)
(13, 12.26)
(14, 13.00)
(15, 13.31)
(16, 12.96)
(17, 14.58)
(18, 15.18)
(19, 16.81)
(20, 17.02)
confidence interval lower bound
(1, 13.50)
(2, 10.10)
(3, 10.91)
(4, 12.27)
(5, 12.63)
(6, 12.53)
(7, 11.95)
(8, 11.89)
(9, 13.24)
(10, 14.01)
(11, 15.85)
(12, 14.53)
(13, 16.24)
(14, 15.44)
(15, 17.21)
(16, 17.31)
(17, 19.81)
(18, 22.63)
(19, 24.24)
(20, 24.70)
